Date Added,Status,Pest family,Pest Name,Common name or abbreviation,Type of pest,EU and EPPO listing,High levels of uncertainty associated with the risk scores for this pest,Key uncertainty,Potential impact of key uncertainty,Climate uncertainty,Potential impact of Climate uncertainty,Current Distribution uncertainty,Potential impact of Current Distribution uncertainty,UK Distribution uncertainty,Potential impact of UK Distribution uncertainty,Hosts uncertainty,Potential impact of Hosts uncertainty,Impact uncertainty,Potential impact of Impact uncertainty,Pathways uncertainty,Potential impact of Pathways uncertainty,Regulation uncertainty,Potential impact of Regulation uncertainty,Taxonomy uncertainty,Potential impact of Taxonomy uncertainty,Other uncertainty,Potential impact of Other uncertainty,Major Hosts,UK,Europe,Global Distribution,Pathways,Pathway Assessed for Entry to UK,Scenario for Risk Register,Likelihood,Impact ,Value at Risk,UK Relative Risk Rating (unmitigated),Regulation,Surveillance,Industry Scheme,Contingency plan,Awareness,Research,Likelihood,Impact ,UK Relative Risk Rating (mitigated),Regulation,Deregulation or reduced regulation,Management by Industry,Targeted Survey,PRA,Contingency Plan,Publicity,Research,Action,General Comments
08-Oct-13,Live,Diaspididae,Lopholeucaspis japonica,Japanese long scale; Japanese maple scale; Long scale; Japanese; Pear white scale,Insect,Regulated quarantine pest. EPPO A2,,,,,,,,,,,,,,,,,,,,,,Acer; Betula; Camellia; Citrofortunella microcarpa; Citrus limon; Citrus paradisi; Citrus reticulata; Citrus sinensis; Cytisus; Diospyros kaki; Ficus carica; Fortunella; Laurus; Laurus nobilis; Magnolia grandiflora; Malus; Malus domestica; Poncirus trifoliata; Prunus; Prunus avium; Punica granatum; Pyrus pyrifolia var. culta; Rosa; Syringa vulgaris; Tilia; Citrus; Citroncirus,Absent,Greece; Russia; T�rkiye; Ukraine,United States; Azerbaijan; China; Georgia; India; Iran; Japan; North Korea; South Korea; Pakistan; Taiwan,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,3,4,1,12,Regulated quarantine pest,,,,,,2,4,8,,,,,,,,,Statutory action against findings. ,Regulated scale insect pest of a wide variety of trees and shrubs. Only likely to be a pest under glass in UK.
08-Apr-16,Live - Archived,Chrysomelidae,Luperomorpha xanthodera,Rose Flea beetle,Insect,,,,,,,,,,,,,,,,,,,,,,,Arbutus unedo; Bougainvillea glabra; Buddleia (=Buddleja); Clematis; Datura; Datura aurea; Elaeagnus angustifolia; Eucalyptus gunnii; Eugenia myrtoides; Euonymus japonicus; Gaillardia; Gardenia; Genista; Hibiscus; Hydrangea; Hypericum; Lagerstroemia indica; Ligustrum; Lycopus; Magnolia; Monarda; Nerium oleander; Philadelphus coronarius; Pittosporum tobira; Pyracantha; Robinia hispida; Rosa; Scabiosa; Trachelospermum jasminoides; Viburnum; Weigela floribunda; Yucca gloriosa; Origanum vulgare; Citrus,Unknown,Austria; Switzerland; Germany; France; Hungary; Italy; Netherlands; Poland,China,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest spreads to maximum extent,4,1,5,20,,,,,,,4,1,20,,,,,,,,,No statutory actions against findings.,Flea beetle pest of ornamental plants; detected in several European countries; with occasional findings in the UK over a number of years. No evidence to date of damage in the UK.
06-Feb-15,Live,Fulgoridae,Lycorma delicatula,Chinese blistering cicada; spot clothing wax cicada; spotted lanternfly,Insect,Regulated quarantine pest. EPPO A1,,Whether it can reach high population levels in the UK,,,,,,,,,,,,,,,,,,,,Ailanthus altissima; Melia azadirachata; Vitis; Vitis amurensis; Vitis vinifera,Absent,,United States; China; Japan; South Korea; Taiwan; Vietnam,Hitchhiking; Plants for planting (except seeds bulbs and tubers); Fruits or vegetables,Hitchhiking; Plants for planting (except seeds bulbs and tubers),Pest is introduced,3,3,2,18,Regulated quarantine pest,,,,,,3,3,18,Y,,,,,,,,Statutory action against findings.,Asian spotted lanternfly hemipteran pest with a preference for tree of heaven; but with a wide host list of many woody and herbaceous species; including grapevine; on which damage has been seen.
11-Apr-17,Live,Miridae,Lygus lineolaris,Plant bug; tarnished; Tarnished plant bug,Insect,Former EPPO Alert,,,,,,,,,,,,,,,,,,,,,,Amaranthus; Apium graveolens; Brassica; Fragaria x ananassa; Gossypium; Medicago sativa; Phaseolus; Pinus; Prunus; Solanum tuberosum; Trifolium; Zea mays,Absent,,Canada; Mexico; United States; Bermuda; Guatemala; Honduras; El Salvador,Fruits or vegetables; Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,3,3,5,45,,,,,,,3,3,45,,,,,Y,,,,Statutory action against findings,Polyphagous hemipteran bug from north and central America; which could potentially cause damage to a range of important UK crop and tree species if introduced.  A PRA will help to assess the level of risk in more detail.
04-Jun-14,Live - Archived,Erebidae,Lymantria dispar,Gypsy moth; Spomgy moth,Insect,,,,,,,,,,,,,,,,,,,,,,,Acer; Betula; Deciduous trees; Malus domestica; Prunus; Pyrus pyraster; Quercus; Quercus petraea; Quercus robur; Salix; Ulmus; Fruit trees,Present (Limited),Austria; Belgium; Bulgaria; Belarus; Switzerland; Cyprus; Czech Republic; Germany; Denmark; Estonia; Spain; Finland; France; Greece; Croatia; Hungary; Italy; Lithuania; Moldova; Republic of North Macedonia; Netherlands; Poland; Portugal; Romania; Serbia; Russia; Sweden; Slovakia; T�rkiye; Ukraine,Canada; United States; Algeria; Morocco; Tunisia; Afghanistan; Azerbaijan; China; Israel; India; Iraq; Iran; Japan; Kyrgyzstan; North Korea; South Korea; Kazakhstan; Lebanon; Syria; Tajikistan; Turkmenistan; Taiwan; Uzbekistan,Hitchhiking; Natural spread,,Pest spreads to maximum extent,3,2,5,30,,,,,UK local or industry awareness,,3,2,30,,,Y,,,,,,No statutory action against findings. Surveillance by stakeholders and other organisations,Moth pest of many deciduous trees; established in parts of southern England. Eradication not feasible; but UK climate unlikely to be suitable for populations to reach levels which would result in tree mortality.  Stakeholder and other groups may be interested in monitoring spread.
19-Nov-15,Live,Erebidae,Lymantria mathura,pink gypsy moth; Rosy gypsy moth,Insect,Provisional quarantine pest (Great Britain). EPPO A2,,Damage in northerly locations of current range,,lack of data on thermal requirements;,,,,,,How many UK broadleaved species (other than beech) are highly suitable hosts and might be at most risk from this pest.,, information about damage in the northerly locations of this species,,,,,,,,,,Betula; Castanea; Fagus; Juglans mandshurica; Juglans; Malus mandshurica; Malus domestica; Quercus; Quercus dentata; Quercus mongolica; Salix; Tilia; Ulmus,Absent,,Bangladesh; China; India; Japan; North Korea; South Korea; Sri Lanka; Myanmar; Nepal; Pakistan; Thailand; Taiwan; Vietnam; Russia,Hitchhiking; Cut flowers or branches; Plants for planting (except seeds bulbs and tubers); Non-squared wood,Plants for planting (except seeds bulbs and tubers); Hitchhiking,Pest is introduced,3,2,5,30,Provisional quarantine pest (Great Britain). Temporary host prohibition for many genera,,,,,,3,2,30,,,,,Y,,,,Statutory action against findings,Polyphagous moth pest native to south and east Asia.  Represents a potential threat to UK broadleaved species and action would be taken in response to any interceptions.
08-Oct-13,Live - Archived,Lygaeidae,Macchiademus diplopterus,Grain; chinch bug,Insect,,,,,,,,,,,,,,,,,,,,,,,Avena; Poaceae (family); Hordeum vulgare; Triticum,Absent,,South Africa,Hitchhiking; Fruits or vegetables; Plants for planting (except seeds bulbs and tubers),Hitchhiking,Pest is introduced,2,2,5,20,,,,,UK local or industry awareness,,2,2,20,,,,,,,,,No statutory action against findings.,South African pest of cereals; unlikely to establish in the UK but could be of concern to warmer countries. 
08-Oct-13,Live,Pseudococcidae,Maconellicoccus hirsutus,Hibiscus mealybug; Pink hibiscus mealybug; Pink mealybug,Insect,EPPO A2,,,,,,,,,,,,,,,,,,,,,,Abelmoschus esculentus; Albizia julibrissin; Annona cherimola; Annona muricata; Annona squamosa; Anthurium andraeanum; Arachis hypogaea; Averrhoa carambola; Beta vulgaris; Boehmeria nivea ssp. nivea; Cajanus cajan; Capsicum annuum; Capsicum frutescens; Citrus sinensis; Cosmos; Cucumis sativus; Cucurbita maxima; Cucurbita pepo; Glycine max; Heliconia; Hibiscus cannabinus; Hibiscus rosa-sinensis; Hibiscus sabdariffa; Inga edulis; Ixora; Jatropha curcas; Lactuca sativa; Solanum lycopersicum; Mangifera indica; Morus alba; Persea americana; Phaseolus vulgaris; Psidium guajava; Solanum americanum; Spondias mombin; Spondias tuberosa; Theobroma cacao; Vitis vinifera; Ziziphus mauritiana; Citrus; Gossypium hirsutum,Absent,Cyprus,Mexico; United States; Brazil; Colombia; Ecuador; French Guiana; Guyana; Suriname; Venezuela; Australia; Micronesia; Papua New Guinea; Palau; Solomon Islands; Tonga; Tuvalu; Vanuatu; Samoa; Burkina Faso; Benin; Congo (Democratic Rep.); Central African Republic; Congo (Brazzaville); Cameroon; Egypt; Gabon; Gambia; Kenya; Liberia; Nigeria; Reunion; Seychelles; Sudan; Senegal; Somalia; Chad; Tunisia; Tanzania; United Arab Emirates; Bangladesh; Brunei; China; Indonesia; Israel; India; Iran; Jordan; Japan; Cambodia; Laos; Sri Lanka; Myanmar; Maldives; Malaysia; Nepal; Oman; Philippines; Pakistan; Saudi Arabia; Singapore; Taiwan; Vietnam; Yemen; Antigua and Barbuda; Aruba; Barbados; Bahamas; Belize; Costa Rica; Dominica; Dominican Republic; Grenada; Guadeloupe; Haiti; Jamaica; Saint Kitts and Nevis; Cayman Islands; Saint Lucia; Martinique; Puerto Rico; Trinidad and Tobago; Saint Vincent and the Grenadines,Fruits or vegetables; Plants for planting (except seeds bulbs and tubers),Fruits or vegetables,Pest is introduced,3,4,2,24,,,,,,Targeted EU or international projects only,3,4,24,,,,,,,,,Statutory action if found on plants for planting on a case by case basis,A polyphagous mealybug pest of mainly tropical woody plants. Given the successful experiences with biocontrol methods in its native region; a plan for introduction of biocontrol agents should be considered; if pest spreads in Europe. 
02-Oct-17,Live - Archived,Homotomidae,Macrohomotoma gladiata,,Insect,,,How widely the host is grown in the UK.,,,,,,,,,,How widely F. microcarpa is actually grown in the UK,,How M. gladiata is spreading in Europe,,,,,,,,Ficus microcarpa,Absent,Spain; France; Greece; Italy; T�rkiye,United States; Algeria; China; Hong Kong; India; Japan; Taiwan,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,1,2,1,2,,,,,,,1,2,2,,,,,,,,,No statutory action to be taken,A psyllid specific to the host Ficus microcarpa (Indian laurel) which is not widely grown in the UK and unlikely to overwinter outdoors.
23-Feb-17,Live - Archived,Aphididae,Macrosiphoniella pseudoartemisiae,,Insect,,,,,,,,,,,,,,,,,,,,,,,Artemisia,Absent,,Argentina; Brazil; Bhutan; China; Indonesia; India; Japan; South Korea; Sri Lanka; Malaysia,Fruits or vegetables; Plants for planting (except seeds bulbs and tubers),Fruits or vegetables,Pest is introduced,1,1,1,1,,,,,,,1,1,1,,,,,,,,,No statutory action on findings.,Aphid intercepted on mugwort; unlikely to pose a threat to UK plant health. 
14-Aug-14,Live,Cicadellidae,Macrosteles quadrilineatus,Aster leafhopper,Insect,,,,,,,,,,,,,,,,,,,,,,,Aster; Daucus carota; Poaceae (family); Lactuca sativa; Solanum; Solanum tuberosum; Asteraceae (family),Absent,,Canada; United States,Hitchhiking; Cut flowers or branches; Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced with the pathogen,2,4,5,40,,,,,,,2,4,40,,,,,,,,,Statutory action against confirmed findings,Leafhopper pest native to North America; where it is responsible for purple top wilt disease of potatoes and aster yellows in lettuce.  Not known to be present in the UK or elsewhere in Europe and statutory action will be taken in response to confirmed findings.
22-Jun-22,Live,Cicadellidae,Macugonalia cavifrons,,Insect,Regulated quarantine pest (Northern Ireland); and in Great Britain regulated quarantine pest as Cicadellidae (non-European) known to be vector of Xylella fastidiosa ,,,,,,,,,,,,,,,,,,,,,,Citrus sinensis; Citrus unshiu; Coffea; Saccharum officinarum,Absent,,Argentina; Bolivia; Brazil; Colombia; Peru; Paraguay; Venezuela,,,,,,,,Regulated quarantine pest (Northern Ireland); and in Great Britain regulated quarantine pest as Cicadellidae (non-European) known to be vector of Xylella fastidiosa ,,,,,,,,,,,,,,,,,Statutory action in Great Britain and Northern Ireland,The Risk Register entry for this pest is extremely incomplete and it cannot be compared with other pests on the Risk Register at the current time. As this pest is listed in the legislation; we are making available the information we have gathered on the pest so far. We will add new information to this pest entry in due course. 
22-Jun-22,Live,Cicadellidae,Macugonalia leucomelas,,Insect,Regulated quarantine pest (Northern Ireland); and in Great Britain regulated quarantine pest as Cicadellidae (non-European) known to be vector of Xylella fastidiosa ,,,,,,,,,,,,,,,,,,,,,,Citrus sinensis,Absent,,Argentina; Bolivia; Brazil; Peru; Paraguay,,,,,,,,Regulated quarantine pest (Northern Ireland); and in Great Britain regulated quarantine pest as Cicadellidae (non-European) known to be vector of Xylella fastidiosa ,,,,,,,,,,,,,,,,,Statutory action in Great Britain and Northern Ireland,The Risk Register entry for this pest is extremely incomplete and it cannot be compared with other pests on the Risk Register at the current time. As this pest is listed in the legislation; we are making available the information we have gathered on the pest so far. We will add new information to this pest entry in due course. 
08-Oct-13,Live,Lasiocampidae,Malacosoma americanum,Eastern tent caterpillar,Insect,Provisional quarantine pest (Great Britain). EPPO A1,,,,,,,,,,,,,,,,,,,,,,Malus; Malus coronaria; Malus domestica; Prunus; Prunus domestica; Prunus pensylvanica; Prunus persica; Prunus serotina; Prunus virginiana; Rosaceae (family),Absent,,Canada; United States,Cut flowers or branches; Plants for planting (except seeds bulbs and tubers); Bark,Plants for planting (except seeds bulbs and tubers),Pest is introduced,3,3,4,36,Provisional quarantine pest (Great Britain).,,,,,,2,3,24,,,,,Y,,,,Statutory action against findings. ,Conspicuous pest of untreated orchards and other areas in North America. Risk in part mitigated by general prohibition on plants for planting from the country of origin. Could consider specific regulation as recommended by EPPO.
08-Oct-13,Live,Lasiocampidae,Malacosoma disstria,Forest tent caterpillar; Forest tent caterpillar moth,Insect,Provisional quarantine pest (Great Britain). EPPO A1,,,,,,,,,,,,,,,,,,,,,,Abies; Acer; Acer saccharum; Alnus; Amelanchier; Betula; Betula papyrifera; Cornus; Corylus; Fraxinus; Larix; Liquidambar styraciflua; Malus; Nyssa; Nyssa aquatica; Nyssa sylvatica; Ostrya; Picea; Pinus; Populus; Populus tremuloides; Prunus; Pseudotsuga menziesii; Pyrus; Quercus; Quercus macrocarpa; Quercus nigra; Quercus phellos,Absent,,Canada; United States,Cut flowers or branches; Plants for planting (except seeds bulbs and tubers); Bark,Plants for planting (except seeds bulbs and tubers),Pest is introduced,3,3,5,45,Provisional quarantine pest (Great Britain). Conifer prohibitions; temporary prohibitions,,,,,,2,3,30,,,,,Y,,,,Statutory action against findings.,Serious moth defoliator of trees in North America. A PRA will be conducted to identify the key hosts and any need for specific regulation as recommended by EPPO.
08-Oct-13,Live,Lasiocampidae,Malacosoma parallela,Mountain ring silk moth,Insect,EPPO A2,,,,,,,,,,,,,,,,,,,,,,Berberis integerrima; Chaenomeles japonica; Cotoneaster insignis; Crataegus; Cydonia oblonga; Malus; Malus domestica; Malus sieversii; Prunus; Prunus bucharica; Prunus dulcis; Pyrus communis; Quercus infectoria; Quercus macranthera; Quercus robur; Rosa; Rosa canina; Rosa corymbifera; Salix; Salix excelsa; Sorbus,Absent,T�rkiye,Afghanistan; Armenia; China; Georgia; Iran; Kyrgyzstan; Kazakhstan; Tajikistan; Turkmenistan; Uzbekistan; Russia,Cut flowers or branches; Bark; Plants for planting (except seeds bulbs and tubers),,Pest is introduced,3,2,5,30,prohibition of oak with leaves from non European countries and UK notification requirement. Also temporary high risk host prohibition.,,,,,,2,2,20,,,,,,,,,No statutory action,Polyphagous moth pest of deciduous trees and shrubs. Based on its current distribution; it is unlikely to reach damaging levels if introduced to the UK.
24-May-22,Live,Margarodidae,Margarodes capensis,Vine; margarodes,Insect,Regulated quarantine pest (GB as Margarodes; non-European),,,,,,,,,,,,,,,,,,,,,,Rumex acetosella; Vitis vinifera,Absent,,South Africa,,,,,,,,Regulated quarantine pest (Northern Ireland),,,,,,,,,,,,,,,,,Statutory action against findings,The Risk Register entry for this pest is extremely incomplete and it cannot be compared with other pests on the Risk Register at the current time. As this pest is listed in the legislation; we are making available the information we have gathered on the pest so far. We will add new information to this pest entry in due course. 
23-Jun-22,Live,Margarodidae,Margarodes greeni,,Insect,Regulated quarantine pest (GB as Margarodes; non-European),,,,,,,,,,,,,,,,,,,,,,Vitis vinifera,Absent,,South Africa,,,,,,,,Regulated quarantine pest (Northern Ireland),,,,,,,,,,,,,,,,,Statutory action against findings,The Risk Register entry for this pest is extremely incomplete and it cannot be compared with other pests on the Risk Register at the current time. As this pest is listed in the legislation; we are making available the information we have gathered on the pest so far. We will add new information to this pest entry in due course.
08-Oct-13,Live,Margarodidae,Margarodes prieskaensis,,Insect,Regulated quarantine pest (GB as Margarodes; non-European). EPPO A1,,,,,,,,,,,,,,,,,,,,,,Vitis; Vitis vinifera,Absent,,South Africa,Soil/growing medium; Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,3,4,2,24,Regulated quarantine pest and prohibition of key pathway,,,,,,1,4,8,,,,,,,,,Statutory action against findings.,South Afircan root mealybug; mainly a pest of grapevine. Main pathway; Vitis spp. plants for planting; already prohibited.
23-Jun-22,Live,Margarodidae,Margarodes trimeni,,Insect,Regulated quarantine pest (GB as Margarodes; non-European),,,,,,,,,,,,,,,,,,,,,,Poaceae (family),Absent,,South Africa,,,,,,,,Regulated quarantine pest (Northern Ireland),,,,,,,,,,,,,,,,,Statutory action against findings,The Risk Register entry for this pest is extremely incomplete and it cannot be compared with other pests on the Risk Register at the current time. As this pest is listed in the legislation; we are making available the information we have gathered on the pest so far. We will add new information to this pest entry in due course.
